[7, 6, 2, 2, 2, 1, 1; 8]
[7, 6, 6, 2, 2, 1, 1; 12]
[7, 6, 6, 2, 2, 2, 1; 13]
[7, 6, 2, 2, 2, 1, 1; 7]
[8, 6, 2, 2, 2, 1, 1; 8]
[8, 7, 2, 2, 2, 1, 1; 9]
[8, 7, 6, 2, 2, 1, 1; 13]
[8, 7, 6, 2, 2, 2, 1; 14]
[7, 7, 2, 2, 2, 1, 1; 7]
[9, 7, 2, 2, 2, 1, 1; 9]
[9, 7, 7, 2, 2, 1, 1; 14]
[9, 7, 7, 2, 2, 2, 1; 15]
[2, 2, 1, 1, 1, 0, 0; 3]
[2, 2, 2, 1, 1, 0, 0; 4]
[2, 2, 2, 1, 1, 1, 0; 5]
[7, 6, 3, 3, 3, 1, 1; 9]
[7, 7, 3, 3, 3, 1, 1; 10]
[7, 7, 6, 3, 3, 1, 1; 13]
[7, 7, 6, 3, 3, 3, 1; 15]
[5, 4, 2, 2, 2, 1, 0; 6]
[5, 5, 2, 2, 2, 1, 0; 7]
[5, 5, 4, 2, 2, 1, 0; 9]
[5, 5, 4, 2, 2, 2, 0; 10]
[5, 5, 4, 2, 2, 2, 1; 11]
[8, 6, 3, 3, 3, 1, 1; 9]
[8, 8, 3, 3, 3, 1, 1; 11]
[8, 8, 6, 3, 3, 1, 1; 14]
[8, 8, 6, 3, 3, 3, 1; 16]
[3, 2, 1, 1, 1, 0, 0; 3]
[3, 3, 1, 1, 1, 0, 0; 4]
[3, 3, 2, 1, 1, 0, 0; 5]
[3, 3, 2, 1, 1, 1, 0; 6]
[7, 7, 3, 3, 3, 1, 1; 9]
[8, 7, 3, 3, 3, 1, 1; 10]
[8, 7, 7, 3, 3, 1, 1; 14]
[8, 7, 7, 3, 3, 3, 1; 16]
[10, 9, 4, 4, 4, 2, 1; 12]
[11, 9, 4, 4, 4, 2, 1; 13]
[11, 10, 4, 4, 4, 2, 1; 14]
[11, 10, 9, 4, 4, 2, 1; 19]
[11, 10, 9, 4, 4, 4, 1; 21]
[11, 10, 9, 4, 4, 4, 2; 22]
[8, 7, 3, 3, 3, 1, 1; 9]
[9, 7, 3, 3, 3, 1, 1; 10]
[9, 8, 3, 3, 3, 1, 1; 11]
[9, 8, 7, 3, 3, 1, 1; 15]
[9, 8, 7, 3, 3, 3, 1; 17]
[9, 7, 3, 3, 3, 1, 1; 9]
[10, 7, 3, 3, 3, 1, 1; 10]
[10, 9, 3, 3, 3, 1, 1; 12]
[10, 9, 7, 3, 3, 1, 1; 16]
[10, 9, 7, 3, 3, 3, 1; 18]
[5, 5, 2, 2, 2, 1, 0; 6]
[6, 5, 2, 2, 2, 1, 0; 7]
[6, 5, 5, 2, 2, 1, 0; 10]
[6, 5, 5, 2, 2, 2, 0; 11]
[6, 5, 5, 2, 2, 2, 1; 12]
[11, 10, 4, 4, 4, 2, 1; 12]
[13, 10, 4, 4, 4, 2, 1; 14]
[13, 11, 4, 4, 4, 2, 1; 15]
[13, 11, 10, 4, 4, 2, 1; 21]
[13, 11, 10, 4, 4, 4, 1; 23]
[13, 11, 10, 4, 4, 4, 2; 24]
[6, 5, 2, 2, 2, 1, 0; 6]
[7, 5, 2, 2, 2, 1, 0; 7]
[7, 6, 2, 2, 2, 1, 0; 8]
[7, 6, 5, 2, 2, 1, 0; 11]
[7, 6, 5, 2, 2, 2, 0; 12]
[7, 6, 5, 2, 2, 2, 1; 13]
[8, 8, 3, 3, 3, 1, 1; 9]
[10, 8, 3, 3, 3, 1, 1; 11]
[10, 8, 8, 3, 3, 1, 1; 16]
[10, 8, 8, 3, 3, 3, 1; 18]
[9, 8, 3, 3, 3, 1, 1; 9]
[11, 8, 3, 3, 3, 1, 1; 11]
[11, 9, 3, 3, 3, 1, 1; 12]
[11, 9, 8, 3, 3, 1, 1; 17]
[11, 9, 8, 3, 3, 3, 1; 19]
[3, 3, 1, 1, 1, 0, 0; 3]
[4, 3, 1, 1, 1, 0, 0; 4]
[4, 3, 3, 1, 1, 0, 0; 6]
[4, 3, 3, 1, 1, 1, 0; 7]
[4, 4, 2, 2, 1, 1, 1; 6]
[4, 4, 4, 2, 1, 1, 1; 8]
[4, 4, 4, 2, 2, 1, 1; 9]
[9, 8, 4, 4, 3, 2, 2; 12]
[9, 9, 4, 4, 3, 2, 2; 13]
[9, 9, 8, 4, 3, 2, 2; 17]
[9, 9, 8, 4, 4, 2, 2; 18]
[9, 9, 8, 4, 4, 3, 2; 19]
[7, 6, 3, 3, 2, 2, 1; 9]
[7, 7, 3, 3, 2, 2, 1; 10]
[7, 7, 6, 3, 2, 2, 1; 13]
[7, 7, 6, 3, 3, 2, 1; 14]
[7, 7, 6, 3, 3, 2, 2; 15]
[5, 4, 2, 2, 1, 1, 1; 6]
[5, 5, 2, 2, 1, 1, 1; 7]
[5, 5, 4, 2, 1, 1, 1; 9]
[5, 5, 4, 2, 2, 1, 1; 10]
[6, 4, 2, 2, 1, 1, 1; 6]
[6, 6, 2, 2, 1, 1, 1; 8]
[6, 6, 4, 2, 1, 1, 1; 10]
[6, 6, 4, 2, 2, 1, 1; 11]
[9, 9, 4, 4, 3, 2, 2; 12]
[10, 9, 4, 4, 3, 2, 2; 13]
[10, 9, 9, 4, 3, 2, 2; 18]
[10, 9, 9, 4, 4, 2, 2; 19]
[10, 9, 9, 4, 4, 3, 2; 20]
[12, 11, 5, 5, 4, 3, 2; 15]
[13, 11, 5, 5, 4, 3, 2; 16]
[13, 12, 5, 5, 4, 3, 2; 17]
[13, 12, 11, 5, 4, 3, 2; 23]
[13, 12, 11, 5, 5, 3, 2; 24]
[13, 12, 11, 5, 5, 4, 2; 25]
[13, 12, 11, 5, 5, 4, 3; 26]
[10, 9, 4, 4, 3, 2, 2; 12]
[11, 9, 4, 4, 3, 2, 2; 13]
[11, 10, 4, 4, 3, 2, 2; 14]
[11, 10, 9, 4, 3, 2, 2; 19]
[11, 10, 9, 4, 4, 2, 2; 20]
[11, 10, 9, 4, 4, 3, 2; 21]
[12, 9, 4, 4, 3, 2, 2; 12]
[13, 9, 4, 4, 3, 2, 2; 13]
[13, 12, 4, 4, 3, 2, 2; 16]
[13, 12, 9, 4, 3, 2, 2; 21]
[13, 12, 9, 4, 4, 2, 2; 22]
[13, 12, 9, 4, 4, 3, 2; 23]
[7, 7, 3, 3, 2, 2, 1; 9]
[8, 7, 3, 3, 2, 2, 1; 10]
[8, 7, 7, 3, 2, 2, 1; 14]
[8, 7, 7, 3, 3, 2, 1; 15]
[8, 7, 7, 3, 3, 2, 2; 16]
[8, 7, 3, 3, 2, 2, 1; 9]
[9, 7, 3, 3, 2, 2, 1; 10]
[9, 8, 3, 3, 2, 2, 1; 11]
[9, 8, 7, 3, 2, 2, 1; 15]
[9, 8, 7, 3, 3, 2, 1; 16]
[9, 8, 7, 3, 3, 2, 2; 17]
[9, 7, 3, 3, 2, 2, 1; 9]
[10, 7, 3, 3, 2, 2, 1; 10]
[10, 9, 3, 3, 2, 2, 1; 12]
[10, 9, 7, 3, 2, 2, 1; 16]
[10, 9, 7, 3, 3, 2, 1; 17]
[10, 9, 7, 3, 3, 2, 2; 18]
[5, 5, 2, 2, 1, 1, 1; 6]
[6, 5, 2, 2, 1, 1, 1; 7]
[6, 5, 5, 2, 1, 1, 1; 10]
[6, 5, 5, 2, 2, 1, 1; 11]
[6, 5, 2, 2, 1, 1, 1; 6]
[7, 5, 2, 2, 1, 1, 1; 7]
[7, 6, 2, 2, 1, 1, 1; 8]
[7, 6, 5, 2, 1, 1, 1; 11]
[7, 6, 5, 2, 2, 1, 1; 12]
[6, 6, 2, 2, 1, 1, 1; 6]
[8, 6, 2, 2, 1, 1, 1; 8]
[8, 6, 6, 2, 1, 1, 1; 12]
[8, 6, 6, 2, 2, 1, 1; 13]
[5, 5, 3, 3, 2, 1, 1; 8]
[5, 5, 5, 3, 2, 1, 1; 10]
[5, 5, 5, 3, 3, 1, 1; 11]
[5, 5, 5, 3, 3, 2, 1; 12]
[7, 6, 4, 4, 3, 1, 1; 10]
[7, 7, 4, 4, 3, 1, 1; 11]
[7, 7, 6, 4, 3, 1, 1; 13]
[7, 7, 6, 4, 4, 1, 1; 14]
[7, 7, 6, 4, 4, 3, 1; 16]
[9, 8, 5, 5, 3, 2, 2; 13]
[9, 9, 5, 5, 3, 2, 2; 14]
[9, 9, 8, 5, 3, 2, 2; 17]
[9, 9, 8, 5, 5, 2, 2; 19]
[9, 9, 8, 5, 5, 3, 2; 20]
[6, 5, 3, 3, 2, 1, 1; 8]
[6, 6, 3, 3, 2, 1, 1; 9]
[6, 6, 5, 3, 2, 1, 1; 11]
[6, 6, 5, 3, 3, 1, 1; 12]
[6, 6, 5, 3, 3, 2, 1; 13]
[9, 7, 4, 4, 3, 2, 1; 11]
[9, 9, 4, 4, 3, 2, 1; 13]
[9, 9, 7, 4, 3, 2, 1; 16]
[9, 9, 7, 4, 4, 2, 1; 17]
[9, 9, 7, 4, 4, 3, 1; 18]
[9, 9, 7, 4, 4, 3, 2; 19]
[7, 5, 3, 3, 2, 1, 1; 8]
[7, 7, 3, 3, 2, 1, 1; 10]
[7, 7, 5, 3, 2, 1, 1; 12]
[7, 7, 5, 3, 3, 1, 1; 13]
[7, 7, 5, 3, 3, 2, 1; 14]
[8, 5, 3, 3, 2, 1, 1; 8]
[8, 8, 3, 3, 2, 1, 1; 11]
[8, 8, 5, 3, 2, 1, 1; 13]
[8, 8, 5, 3, 3, 1, 1; 14]
[8, 8, 5, 3, 3, 2, 1; 15]
[7, 7, 4, 4, 3, 1, 1; 10]
[8, 7, 4, 4, 3, 1, 1; 11]
[8, 7, 7, 4, 3, 1, 1; 14]
[8, 7, 7, 4, 4, 1, 1; 15]
[8, 7, 7, 4, 4, 3, 1; 17]
[8, 7, 4, 4, 3, 1, 1; 10]
[9, 7, 4, 4, 3, 1, 1; 11]
[9, 8, 4, 4, 3, 1, 1; 12]
[9, 8, 7, 4, 3, 1, 1; 15]
[9, 8, 7, 4, 4, 1, 1; 16]
[9, 8, 7, 4, 4, 3, 1; 18]
[11, 9, 5, 5, 4, 2, 1; 13]
[12, 9, 5, 5, 4, 2, 1; 14]
[12, 11, 5, 5, 4, 2, 1; 16]
[12, 11, 9, 5, 4, 2, 1; 20]
[12, 11, 9, 5, 5, 2, 1; 21]
[12, 11, 9, 5, 5, 4, 1; 23]
[12, 11, 9, 5, 5, 4, 2; 24]
[9, 7, 4, 4, 3, 1, 1; 10]
[10, 7, 4, 4, 3, 1, 1; 11]
[10, 9, 4, 4, 3, 1, 1; 13]
[10, 9, 7, 4, 3, 1, 1; 16]
[10, 9, 7, 4, 4, 1, 1; 17]
[10, 9, 7, 4, 4, 3, 1; 19]
[10, 7, 4, 4, 3, 1, 1; 10]
[11, 7, 4, 4, 3, 1, 1; 11]
[11, 10, 4, 4, 3, 1, 1; 14]
[11, 10, 7, 4, 3, 1, 1; 17]
[11, 10, 7, 4, 4, 1, 1; 18]
[11, 10, 7, 4, 4, 3, 1; 20]
[9, 9, 5, 5, 3, 2, 2; 13]
[10, 9, 5, 5, 3, 2, 2; 14]
[10, 9, 9, 5, 3, 2, 2; 18]
[10, 9, 9, 5, 5, 2, 2; 20]
[10, 9, 9, 5, 5, 3, 2; 21]
[10, 9, 5, 5, 3, 2, 2; 13]
[11, 9, 5, 5, 3, 2, 2; 14]
[11, 10, 5, 5, 3, 2, 2; 15]
[11, 10, 9, 5, 3, 2, 2; 19]
[11, 10, 9, 5, 5, 2, 2; 21]
[11, 10, 9, 5, 5, 3, 2; 22]
[13, 11, 6, 6, 4, 3, 2; 16]
[14, 11, 6, 6, 4, 3, 2; 17]
[14, 13, 6, 6, 4, 3, 2; 19]
[14, 13, 11, 6, 4, 3, 2; 24]
[14, 13, 11, 6, 6, 3, 2; 26]
[14, 13, 11, 6, 6, 4, 2; 27]
[14, 13, 11, 6, 6, 4, 3; 28]
[11, 9, 5, 5, 3, 2, 2; 13]
[12, 9, 5, 5, 3, 2, 2; 14]
[12, 11, 5, 5, 3, 2, 2; 16]
[12, 11, 9, 5, 3, 2, 2; 20]
[12, 11, 9, 5, 5, 2, 2; 22]
[12, 11, 9, 5, 5, 3, 2; 23]
[13, 9, 5, 5, 3, 2, 2; 13]
[14, 9, 5, 5, 3, 2, 2; 14]
[14, 13, 5, 5, 3, 2, 2; 18]
[14, 13, 9, 5, 3, 2, 2; 22]
[14, 13, 9, 5, 5, 2, 2; 24]
[14, 13, 9, 5, 5, 3, 2; 25]
[6, 6, 3, 3, 2, 1, 1; 8]
[7, 6, 3, 3, 2, 1, 1; 9]
[7, 6, 6, 3, 2, 1, 1; 12]
[7, 6, 6, 3, 3, 1, 1; 13]
[7, 6, 6, 3, 3, 2, 1; 14]
[9, 8, 4, 4, 3, 2, 1; 11]
[10, 8, 4, 4, 3, 2, 1; 12]
[10, 9, 4, 4, 3, 2, 1; 13]
[10, 9, 8, 4, 3, 2, 1; 17]
[10, 9, 8, 4, 4, 2, 1; 18]
[10, 9, 8, 4, 4, 3, 1; 19]
[10, 9, 8, 4, 4, 3, 2; 20]
[7, 6, 3, 3, 2, 1, 1; 8]
[8, 6, 3, 3, 2, 1, 1; 9]
[8, 7, 3, 3, 2, 1, 1; 10]
[8, 7, 6, 3, 2, 1, 1; 13]
[8, 7, 6, 3, 3, 1, 1; 14]
[8, 7, 6, 3, 3, 2, 1; 15]
[8, 6, 3, 3, 2, 1, 1; 8]
[9, 6, 3, 3, 2, 1, 1; 9]
[9, 8, 3, 3, 2, 1, 1; 11]
[9, 8, 6, 3, 2, 1, 1; 14]
[9, 8, 6, 3, 3, 1, 1; 15]
[9, 8, 6, 3, 3, 2, 1; 16]
[9, 9, 4, 4, 3, 2, 1; 11]
[11, 9, 4, 4, 3, 2, 1; 13]
[11, 9, 9, 4, 3, 2, 1; 18]
[11, 9, 9, 4, 4, 2, 1; 19]
[11, 9, 9, 4, 4, 3, 1; 20]
[11, 9, 9, 4, 4, 3, 2; 21]
[10, 9, 4, 4, 3, 2, 1; 11]
[12, 9, 4, 4, 3, 2, 1; 13]
[12, 10, 4, 4, 3, 2, 1; 14]
[12, 10, 9, 4, 3, 2, 1; 19]
[12, 10, 9, 4, 4, 2, 1; 20]
[12, 10, 9, 4, 4, 3, 1; 21]
[12, 10, 9, 4, 4, 3, 2; 22]
[11, 9, 4, 4, 3, 2, 1; 11]
[13, 9, 4, 4, 3, 2, 1; 13]
[13, 11, 4, 4, 3, 2, 1; 15]
[13, 11, 9, 4, 3, 2, 1; 20]
[13, 11, 9, 4, 4, 2, 1; 21]
[13, 11, 9, 4, 4, 3, 1; 22]
[13, 11, 9, 4, 4, 3, 2; 23]
[7, 7, 3, 3, 2, 1, 1; 8]
[9, 7, 3, 3, 2, 1, 1; 10]
[9, 7, 7, 3, 2, 1, 1; 14]
[9, 7, 7, 3, 3, 1, 1; 15]
[9, 7, 7, 3, 3, 2, 1; 16]
[8, 7, 3, 3, 2, 1, 1; 8]
[10, 7, 3, 3, 2, 1, 1; 10]
[10, 8, 3, 3, 2, 1, 1; 11]
[10, 8, 7, 3, 2, 1, 1; 15]
[10, 8, 7, 3, 3, 1, 1; 16]
[10, 8, 7, 3, 3, 2, 1; 17]
[8, 8, 3, 3, 2, 1, 1; 8]
[11, 8, 3, 3, 2, 1, 1; 11]
[11, 8, 8, 3, 2, 1, 1; 16]
[11, 8, 8, 3, 3, 1, 1; 17]
[11, 8, 8, 3, 3, 2, 1; 18]
[3, 3, 2, 2, 1, 1, 0; 5]
[3, 3, 3, 2, 1, 1, 0; 6]
[3, 3, 3, 2, 2, 1, 0; 7]
[3, 3, 3, 2, 2, 1, 1; 8]
[8, 7, 5, 5, 3, 2, 1; 12]
[8, 8, 5, 5, 3, 2, 1; 13]
[8, 8, 7, 5, 3, 2, 1; 15]
[8, 8, 7, 5, 5, 2, 1; 17]
[8, 8, 7, 5, 5, 3, 1; 18]
[8, 8, 7, 5, 5, 3, 2; 19]
[5, 4, 3, 3, 2, 1, 0; 7]
[5, 5, 3, 3, 2, 1, 0; 8]
[5, 5, 4, 3, 2, 1, 0; 9]
[5, 5, 4, 3, 3, 1, 0; 10]
[5, 5, 4, 3, 3, 2, 0; 11]
[5, 5, 4, 3, 3, 2, 1; 12]
[7, 6, 4, 4, 2, 2, 1; 10]
[7, 7, 4, 4, 2, 2, 1; 11]
[7, 7, 6, 4, 2, 2, 1; 13]
[7, 7, 6, 4, 4, 2, 1; 15]
[7, 7, 6, 4, 4, 2, 2; 16]
[9, 7, 5, 5, 3, 2, 1; 12]
[9, 9, 5, 5, 3, 2, 1; 14]
[9, 9, 7, 5, 3, 2, 1; 16]
[9, 9, 7, 5, 5, 2, 1; 18]
[9, 9, 7, 5, 5, 3, 1; 19]
[9, 9, 7, 5, 5, 3, 2; 20]
[4, 3, 2, 2, 1, 1, 0; 5]
[4, 4, 2, 2, 1, 1, 0; 6]
[4, 4, 3, 2, 1, 1, 0; 7]
[4, 4, 3, 2, 2, 1, 0; 8]
[4, 4, 3, 2, 2, 1, 1; 9]
[9, 6, 4, 4, 2, 2, 1; 10]
[9, 9, 4, 4, 2, 2, 1; 13]
[9, 9, 6, 4, 2, 2, 1; 15]
[9, 9, 6, 4, 4, 2, 1; 17]
[9, 9, 6, 4, 4, 2, 2; 18]
[5, 3, 2, 2, 1, 1, 0; 5]
[5, 5, 2, 2, 1, 1, 0; 7]
[5, 5, 3, 2, 1, 1, 0; 8]
[5, 5, 3, 2, 2, 1, 0; 9]
[5, 5, 3, 2, 2, 1, 1; 10]
[8, 8, 5, 5, 3, 2, 1; 12]
[9, 8, 5, 5, 3, 2, 1; 13]
[9, 8, 8, 5, 3, 2, 1; 16]
[9, 8, 8, 5, 5, 2, 1; 18]
[9, 8, 8, 5, 5, 3, 1; 19]
[9, 8, 8, 5, 5, 3, 2; 20]
[10, 9, 6, 6, 4, 2, 1; 14]
[11, 9, 6, 6, 4, 2, 1; 15]
[11, 10, 6, 6, 4, 2, 1; 16]
[11, 10, 9, 6, 4, 2, 1; 19]
[11, 10, 9, 6, 6, 2, 1; 21]
[11, 10, 9, 6, 6, 4, 1; 23]
[11, 10, 9, 6, 6, 4, 2; 24]
[12, 11, 7, 7, 4, 3, 2; 17]
[13, 11, 7, 7, 4, 3, 2; 18]
[13, 12, 7, 7, 4, 3, 2; 19]
[13, 12, 11, 7, 4, 3, 2; 23]
[13, 12, 11, 7, 7, 3, 2; 26]
[13, 12, 11, 7, 7, 4, 2; 27]
[13, 12, 11, 7, 7, 4, 3; 28]
[9, 8, 5, 5, 3, 2, 1; 12]
[10, 8, 5, 5, 3, 2, 1; 13]
[10, 9, 5, 5, 3, 2, 1; 14]
[10, 9, 8, 5, 3, 2, 1; 17]
[10, 9, 8, 5, 5, 2, 1; 19]
[10, 9, 8, 5, 5, 3, 1; 20]
[10, 9, 8, 5, 5, 3, 2; 21]
[10, 8, 5, 5, 3, 2, 1; 12]
[11, 8, 5, 5, 3, 2, 1; 13]
[11, 10, 5, 5, 3, 2, 1; 15]
[11, 10, 8, 5, 3, 2, 1; 18]
[11, 10, 8, 5, 5, 2, 1; 20]
[11, 10, 8, 5, 5, 3, 1; 21]
[11, 10, 8, 5, 5, 3, 2; 22]
[11, 8, 5, 5, 3, 2, 1; 12]
[12, 8, 5, 5, 3, 2, 1; 13]
[12, 11, 5, 5, 3, 2, 1; 16]
[12, 11, 8, 5, 3, 2, 1; 19]
[12, 11, 8, 5, 5, 2, 1; 21]
[12, 11, 8, 5, 5, 3, 1; 22]
[12, 11, 8, 5, 5, 3, 2; 23]
[12, 8, 5, 5, 3, 2, 1; 12]
[13, 8, 5, 5, 3, 2, 1; 13]
[13, 12, 5, 5, 3, 2, 1; 17]
[13, 12, 8, 5, 3, 2, 1; 20]
[13, 12, 8, 5, 5, 2, 1; 22]
[13, 12, 8, 5, 5, 3, 1; 23]
[13, 12, 8, 5, 5, 3, 2; 24]
[5, 5, 3, 3, 2, 1, 0; 7]
[6, 5, 3, 3, 2, 1, 0; 8]
[6, 5, 5, 3, 2, 1, 0; 10]
[6, 5, 5, 3, 3, 1, 0; 11]
[6, 5, 5, 3, 3, 2, 0; 12]
[6, 5, 5, 3, 3, 2, 1; 13]
[11, 10, 6, 6, 4, 2, 1; 14]
[13, 10, 6, 6, 4, 2, 1; 16]
[13, 11, 6, 6, 4, 2, 1; 17]
[13, 11, 10, 6, 4, 2, 1; 21]
[13, 11, 10, 6, 6, 2, 1; 23]
[13, 11, 10, 6, 6, 4, 1; 25]
[13, 11, 10, 6, 6, 4, 2; 26]
[6, 5, 3, 3, 2, 1, 0; 7]
[7, 5, 3, 3, 2, 1, 0; 8]
[7, 6, 3, 3, 2, 1, 0; 9]
[7, 6, 5, 3, 2, 1, 0; 11]
[7, 6, 5, 3, 3, 1, 0; 12]
[7, 6, 5, 3, 3, 2, 0; 13]
[7, 6, 5, 3, 3, 2, 1; 14]
[13, 10, 6, 6, 4, 2, 1; 14]
[15, 10, 6, 6, 4, 2, 1; 16]
[15, 13, 6, 6, 4, 2, 1; 19]
[15, 13, 10, 6, 4, 2, 1; 23]
[15, 13, 10, 6, 6, 2, 1; 25]
[15, 13, 10, 6, 6, 4, 1; 27]
[15, 13, 10, 6, 6, 4, 2; 28]
[7, 5, 3, 3, 2, 1, 0; 7]
[8, 5, 3, 3, 2, 1, 0; 8]
[8, 7, 3, 3, 2, 1, 0; 10]
[8, 7, 5, 3, 2, 1, 0; 12]
[8, 7, 5, 3, 3, 1, 0; 13]
[8, 7, 5, 3, 3, 2, 0; 14]
[8, 7, 5, 3, 3, 2, 1; 15]
[7, 7, 4, 4, 2, 2, 1; 10]
[8, 7, 4, 4, 2, 2, 1; 11]
[8, 7, 7, 4, 2, 2, 1; 14]
[8, 7, 7, 4, 4, 2, 1; 16]
[8, 7, 7, 4, 4, 2, 2; 17]
[13, 12, 7, 7, 4, 3, 2; 17]
[15, 12, 7, 7, 4, 3, 2; 19]
[15, 13, 7, 7, 4, 3, 2; 20]
[15, 13, 12, 7, 4, 3, 2; 25]
[15, 13, 12, 7, 7, 3, 2; 28]
[15, 13, 12, 7, 7, 4, 2; 29]
[15, 13, 12, 7, 7, 4, 3; 30]
[8, 7, 4, 4, 2, 2, 1; 10]
[9, 7, 4, 4, 2, 2, 1; 11]
[9, 8, 4, 4, 2, 2, 1; 12]
[9, 8, 7, 4, 2, 2, 1; 15]
[9, 8, 7, 4, 4, 2, 1; 17]
[9, 8, 7, 4, 4, 2, 2; 18]
[9, 7, 4, 4, 2, 2, 1; 10]
[10, 7, 4, 4, 2, 2, 1; 11]
[10, 9, 4, 4, 2, 2, 1; 13]
[10, 9, 7, 4, 2, 2, 1; 16]
[10, 9, 7, 4, 4, 2, 1; 18]
[10, 9, 7, 4, 4, 2, 2; 19]
[10, 7, 4, 4, 2, 2, 1; 10]
[11, 7, 4, 4, 2, 2, 1; 11]
[11, 10, 4, 4, 2, 2, 1; 14]
[11, 10, 7, 4, 2, 2, 1; 17]
[11, 10, 7, 4, 4, 2, 1; 19]
[11, 10, 7, 4, 4, 2, 2; 20]
[9, 9, 5, 5, 3, 2, 1; 12]
[11, 9, 5, 5, 3, 2, 1; 14]
[11, 9, 9, 5, 3, 2, 1; 18]
[11, 9, 9, 5, 5, 2, 1; 20]
[11, 9, 9, 5, 5, 3, 1; 21]
[11, 9, 9, 5, 5, 3, 2; 22]
[10, 9, 5, 5, 3, 2, 1; 12]
[12, 9, 5, 5, 3, 2, 1; 14]
[12, 10, 5, 5, 3, 2, 1; 15]
[12, 10, 9, 5, 3, 2, 1; 19]
[12, 10, 9, 5, 5, 2, 1; 21]
[12, 10, 9, 5, 5, 3, 1; 22]
[12, 10, 9, 5, 5, 3, 2; 23]
[11, 9, 5, 5, 3, 2, 1; 12]
[13, 9, 5, 5, 3, 2, 1; 14]
[13, 11, 5, 5, 3, 2, 1; 16]
[13, 11, 9, 5, 3, 2, 1; 20]
[13, 11, 9, 5, 5, 2, 1; 22]
[13, 11, 9, 5, 5, 3, 1; 23]
[13, 11, 9, 5, 5, 3, 2; 24]
[12, 9, 5, 5, 3, 2, 1; 12]
[14, 9, 5, 5, 3, 2, 1; 14]
[14, 12, 5, 5, 3, 2, 1; 17]
[14, 12, 9, 5, 3, 2, 1; 21]
[14, 12, 9, 5, 5, 2, 1; 23]
[14, 12, 9, 5, 5, 3, 1; 24]
